Customer ID,recency,frequency,monetary,segment
14481,43,3,1674.98,about_to_sleep
14482,15,6,2289.76,champions
14483,372,1,120.0,hibernating
14484,37,3,749.0599999999998,about_to_sleep
14486,147,2,175.5,hibernating
14487,4,2,257.28,potential_loyalists
14489,73,3,1111.55,at_Risk
14490,42,2,1273.47,need_attention
14491,8,1,127.2,new_customers
14492,66,7,1921.9099999999999,loyal_customers
14493,26,5,2746.91,loyal_customers
14494,37,2,261.9,need_attention
14495,295,1,51.0,hibernating
14496,9,6,2129.42,champions
14497,309,1,221.69,hibernating
14498,37,5,1953.95,loyal_customers
14499,10,4,1323.6500000000003,champions
14505,40,11,6096.200000000001,loyal_customers
14506,5,3,1278.5,potential_loyalists
14507,14,5,1901.2500000000002,champions
14508,12,3,598.52,potential_loyalists
14509,170,1,110.95000000000002,hibernating
14510,11,3,1007.2800000000001,potential_loyalists
14512,19,5,948.19,loyal_customers
14513,72,3,332.4200000000001,at_Risk
14514,72,6,3543.63,at_Risk
14515,23,6,1647.17,loyal_customers
14516,152,1,163.92,hibernating
14519,319,2,206.09,hibernating
14521,127,1,199.45,hibernating
14522,231,4,784.08,at_Risk
14524,45,4,1066.0300000000002,loyal_customers
14525,64,8,3908.4399999999996,loyal_customers
14526,25,1,262.40000000000003,promising
14527,1,69,19283.48,champions
14530,32,10,3271.49,loyal_customers
14531,115,1,376.34,hibernating
14532,47,7,2926.33,loyal_customers
14533,43,4,1516.6499999999999,loyal_customers
14534,33,8,1824.06,loyal_customers
14535,31,6,3166.54,loyal_customers
14537,259,1,285.84,hibernating
14538,166,3,982.59,at_Risk
14540,15,8,2799.08,champions
14541,52,6,1038.03,loyal_customers
14543,16,23,11276.44,loyal_customers
14544,106,1,957.98,hibernating
14545,310,1,349.25,hibernating
14546,12,6,2619.81,champions
14548,120,7,1974.69,cant_loose
14549,56,3,627.31,about_to_sleep
14550,24,2,587.6899999999999,potential_loyalists
14551,47,5,693.8100000000001,loyal_customers
14552,16,2,346.21000000000004,potential_loyalists
14553,47,4,982.27,loyal_customers
14555,17,4,1991.49,loyal_customers
14556,232,3,835.3399999999999,at_Risk
14558,290,3,655.5,at_Risk
14559,26,1,75.6,promising
14560,15,22,3876.2599999999998,champions
14562,26,8,1654.6300000000003,loyal_customers
14563,145,2,679.4400000000003,hibernating
14564,70,2,2605.6200000000003,need_attention
14565,109,1,760.0999999999999,hibernating
14566,53,3,2660.0,about_to_sleep
14568,71,1,919.7000000000003,need_attention
14569,88,3,371.59000000000003,at_Risk
14570,79,1,395.69,hibernating
14571,61,1,161.65,need_attention
14572,53,4,2782.34,loyal_customers
14573,8,5,968.0,champions
14574,368,1,143.7,hibernating
14575,124,1,460.71000000000004,hibernating
14576,8,1,35.400000000000006,new_customers
14577,30,3,514.54,potential_loyalists
14579,68,1,105.56,need_attention
14580,154,1,14.850000000000001,hibernating
14581,180,1,295.2,hibernating
14583,19,3,728.48,potential_loyalists
14584,57,4,705.6500000000001,loyal_customers
14585,18,4,986.22,loyal_customers
14588,214,1,135.39,hibernating
14589,7,1,39.75,new_customers
14590,60,20,3006.62,loyal_customers
14593,33,9,3094.02,loyal_customers
14594,9,1,254.99999999999997,new_customers
14595,89,2,423.85,hibernating
14596,262,1,229.46999999999997,hibernating
14597,15,4,1318.3899999999999,champions
14598,205,1,162.07,hibernating
14599,26,2,474.54,potential_loyalists
14600,29,1,471.84000000000003,promising
14602,292,1,205.36,hibernating
14604,269,1,143.85999999999999,hibernating
14605,10,4,937.16,champions
14606,2,102,18704.41,champions
14607,103,8,7568.13,cant_loose
14608,15,7,1567.79,champions
14609,26,6,884.64,loyal_customers
14610,31,2,24.35,potential_loyalists
14611,79,2,604.3300000000002,hibernating
14612,51,1,877.6999999999998,need_attention
14613,316,1,76.32000000000001,hibernating
14614,22,1,295.13,promising
14615,30,5,951.76,loyal_customers
14616,21,2,121.7,potential_loyalists
14617,38,2,190.47,need_attention
14618,12,4,788.8800000000001,champions
14619,177,1,896.8,hibernating
14621,147,4,1212.21,at_Risk
14623,16,5,1170.33,loyal_customers
14624,51,4,588.22,loyal_customers
14625,10,9,3598.25,champions
14626,31,7,2619.65,loyal_customers
14627,15,1,462.75000000000006,new_customers
14628,78,3,1326.04,at_Risk
14630,120,1,338.65,hibernating
14631,22,3,1018.71,potential_loyalists
14634,73,4,2124.46,at_Risk
14635,89,1,215.22,hibernating
14637,313,1,106.67999999999998,hibernating
14639,44,3,1994.47,about_to_sleep
14640,45,4,1541.98,loyal_customers
14643,253,3,986.0800000000002,at_Risk
14644,50,5,1416.96,loyal_customers
14645,270,1,279.80000000000007,hibernating
14646,10,78,248396.5,champions
14647,159,1,276.75,hibernating
14648,52,15,4546.860000000001,loyal_customers
14649,18,5,2358.02,loyal_customers
14650,225,1,62.5,hibernating
14651,30,7,1379.52,loyal_customers
14653,149,5,1666.9900000000002,at_Risk
14654,374,1,246.85999999999996,hibernating
14655,24,3,1946.28,potential_loyalists
14656,51,3,523.5999999999999,about_to_sleep
14657,65,2,612.6500000000001,need_attention
14662,63,3,645.1600000000001,about_to_sleep
14663,66,2,490.6,need_attention
14665,63,2,913.95,need_attention
14667,1,31,12685.939999999999,champions
14668,81,1,111.62999999999998,hibernating
14669,269,4,1973.94,at_Risk
14670,368,1,190.47,hibernating
14671,185,2,1127.45,hibernating
14672,151,2,347.59,hibernating
14673,3,3,1674.4099999999999,potential_loyalists
14674,145,1,173.66000000000003,hibernating
14675,24,1,462.15,promising
14676,30,6,5808.55,loyal_customers
14677,228,1,184.90999999999997,hibernating
14678,215,1,403.39,hibernating
14679,17,3,1289.44,potential_loyalists
14680,7,43,28658.660000000003,champions
14681,23,3,376.20000000000005,potential_loyalists
14682,64,4,1462.81,loyal_customers
14683,224,1,146.56,hibernating
14684,26,1,232.26999999999998,promising
14685,212,8,4619.79,cant_loose
14686,50,5,885.83,loyal_customers
14687,36,2,773.68,potential_loyalists
14688,9,8,2082.7,champions
14690,28,2,422.62999999999994,potential_loyalists
14692,16,8,1153.54,loyal_customers
14693,61,6,992.4599999999999,loyal_customers
14694,253,1,244.31,hibernating
14695,155,3,1620.0700000000002,at_Risk
14696,9,2,688.9499999999999,potential_loyalists
14699,71,3,593.4700000000001,about_to_sleep
14700,51,2,880.96,about_to_sleep
14701,78,6,2012.72,at_Risk
14702,1,13,3462.08,champions
14704,60,2,266.66,about_to_sleep
14706,254,1,390.69,hibernating
14707,71,2,139.2,about_to_sleep
14708,4,3,1085.9099999999999,potential_loyalists
14709,15,12,3965.2899999999995,champions
14710,15,9,1316.46,champions
14712,54,1,411.0,need_attention
14713,1,11,2752.51,champions
14714,43,3,746.05,about_to_sleep
14715,78,4,973.0700000000002,at_Risk
14716,80,1,235.76999999999998,hibernating
14717,369,1,81.3,hibernating
14718,46,1,226.42,need_attention
14721,15,1,115.77000000000001,new_customers
14722,113,2,325.45000000000005,at_Risk
14723,7,7,934.76,champions
14724,226,1,345.24999999999994,hibernating
14725,30,3,597.1600000000001,potential_loyalists
14726,290,1,124.75,hibernating
14727,182,2,199.34999999999997,at_Risk
14728,49,1,190.57999999999998,need_attention
14729,9,3,593.8899999999999,potential_loyalists
14732,28,11,2814.58,loyal_customers
14733,3,4,6599.06,champions
14734,61,4,1056.4199999999998,loyal_customers
14735,24,24,6174.469999999999,loyal_customers
14736,121,2,401.08000000000004,at_Risk
14737,36,1,2389.62,promising
14738,197,2,507.45,at_Risk
14739,3,19,8385.22,champions
14740,45,8,2712.85,loyal_customers
14741,8,2,497.25000000000006,potential_loyalists
14742,71,1,579.8499999999999,need_attention
14743,228,1,50.48,hibernating
14744,2,8,2785.1000000000004,champions
14745,137,7,1351.55,cant_loose
14746,42,4,593.5,loyal_customers
14748,4,7,1736.57,champions
14749,115,1,310.15000000000003,hibernating
14750,372,1,112.03,hibernating
14751,320,2,126.45000000000002,at_Risk
14753,96,1,306.36,hibernating
14754,61,4,912.4300000000001,loyal_customers
14755,17,14,4962.2699999999995,loyal_customers
14756,18,2,1914.8,potential_loyalists
14758,32,3,1380.9099999999999,potential_loyalists
14761,80,1,192.01999999999998,hibernating
14762,262,1,117.05000000000001,hibernating
14766,2,6,4082.7599999999998,champions
14767,110,1,382.80999999999995,hibernating
14769,26,9,5097.13,loyal_customers
14770,103,6,2761.2200000000003,at_Risk
14771,257,2,594.6199999999998,at_Risk
14773,228,1,140.55,hibernating
14774,164,1,241.45,hibernating
14775,8,1,406.55999999999995,new_customers
14776,23,4,1170.0000000000002,loyal_customers
14777,39,1,307.56,need_attention
14783,295,1,307.30000000000007,hibernating
14784,25,1,159.94,promising
14786,186,1,90.96000000000001,hibernating
14787,107,1,110.64999999999999,hibernating
14788,232,1,476.88,hibernating
14790,10,6,1781.56,champions
14791,242,1,303.63000000000005,hibernating
14793,171,1,396.91,hibernating
14794,38,3,633.99,about_to_sleep
14796,2,11,2867.1499999999996,champions
14797,143,1,300.31,hibernating
14798,17,5,550.5700000000002,loyal_customers
14799,373,1,180.45,hibernating
14800,5,6,3434.58,champions
14802,74,2,1502.98,at_Risk
14805,40,3,549.99,about_to_sleep
14806,75,1,110.03999999999999,hibernating
14807,26,2,519.29,potential_loyalists
14809,257,2,686.7600000000001,at_Risk
14810,5,3,449.14000000000004,potential_loyalists
14811,23,1,170.50000000000003,promising
14812,234,1,185.8,hibernating
14813,5,4,935.44,champions
14814,217,1,160.45999999999998,hibernating
14817,31,5,2849.5200000000004,loyal_customers
14818,94,3,512.61,at_Risk
14819,130,2,198.08999999999997,at_Risk
14820,16,5,767.47,loyal_customers
14821,2,7,1237.65,champions
14822,121,1,157.70000000000002,hibernating
14824,15,6,2895.2,champions
14825,4,13,2698.17,champions
14826,217,2,385.2,at_Risk
14828,24,10,7699.7,loyal_customers
14829,8,4,995.29,champions
14831,316,3,1676.5699999999997,at_Risk
14832,266,1,322.69,hibernating
14833,134,1,94.8,hibernating
14834,43,1,485.86,need_attention
14835,164,2,297.0,at_Risk
14837,78,5,1810.8200000000004,at_Risk
14838,59,2,773.6700000000001,about_to_sleep
14839,54,3,915.2800000000001,about_to_sleep
14840,175,1,299.85999999999996,hibernating
14841,10,8,3867.2400000000007,champions
14843,72,1,211.8,hibernating
14844,66,6,3512.6199999999994,loyal_customers
14845,235,1,150.0,hibernating
14846,63,1,437.4,need_attention
14847,43,2,1039.55,about_to_sleep
14848,40,1,310.56,need_attention
14849,9,21,7832.91,champions
14850,53,6,1468.2599999999998,loyal_customers
14851,266,1,318.06,hibernating
14852,60,12,3310.49,loyal_customers
14853,59,3,901.07,about_to_sleep
14854,26,4,1563.03,loyal_customers
14855,110,5,5874.65,at_Risk
14857,78,5,2478.731,at_Risk
14858,141,1,180.75,hibernating
14859,190,1,351.9,hibernating
14861,16,9,1254.94,loyal_customers
14865,8,3,77.52000000000001,potential_loyalists
14866,2,8,6460.32,champions
14867,31,13,2241.7800000000007,loyal_customers
14868,16,4,1230.4200000000003,loyal_customers
14869,24,4,2078.54,loyal_customers
14870,49,5,1511.7000000000003,loyal_customers
14871,129,5,736.5900000000003,at_Risk
14872,119,3,816.6,at_Risk
14873,269,1,334.45000000000005,hibernating
14874,171,1,116.18,hibernating
14875,77,1,1397.08,hibernating
14876,157,2,256.70000000000005,at_Risk
14877,54,2,437.0,about_to_sleep
14878,12,16,2619.7,champions
14879,320,1,185.06,hibernating
14882,26,12,3038.45,loyal_customers
14884,305,1,120.60000000000001,hibernating
14885,63,2,832.8,about_to_sleep
14890,254,2,691.6,at_Risk
14891,52,2,552.35,about_to_sleep
14892,326,1,202.35000000000002,hibernating
14893,253,1,571.76,hibernating
14894,79,2,837.0599999999998,at_Risk
14895,19,18,13980.83,loyal_customers
14896,1,7,1623.65,champions
14897,45,4,1774.1599999999999,loyal_customers
14898,7,9,2204.29,champions
14899,31,1,1384.88,promising
14900,158,1,13.919999999999998,hibernating
14901,2,5,868.36,champions
14902,31,2,702.9600000000002,potential_loyalists
14904,44,2,615.1999999999999,about_to_sleep
14905,10,6,1355.24,champions
14906,81,1,68.44,hibernating
14907,3,10,2664.6900000000005,champions
14908,99,1,104.10000000000001,hibernating
14909,73,3,1404.6799999999998,at_Risk
14911,1,205,152147.57,champions
14912,37,4,1021.4000000000001,loyal_customers
14913,24,4,2845.7,loyal_customers
14915,11,9,1503.77,champions
14916,67,4,1773.9700000000003,loyal_customers
14917,232,2,1123.7500000000002,at_Risk
14918,40,7,4345.66,loyal_customers
14919,175,1,359.34999999999997,hibernating
14920,201,1,629.4000000000001,hibernating
14922,29,2,843.7400000000001,potential_loyalists
14924,246,2,620.9600000000002,at_Risk
14926,17,2,359.4,potential_loyalists
14927,32,1,308.2,promising
14928,263,1,223.91000000000003,hibernating
14929,57,1,612.8100000000002,need_attention
14930,106,3,2873.7700000000004,at_Risk
14932,1,2,666.1300000000001,potential_loyalists
14933,79,4,1770.0,at_Risk
14934,14,3,1612.56,potential_loyalists
14935,255,1,1065.12,hibernating
14936,26,4,4273.79,loyal_customers
14938,198,2,2322.43,at_Risk
14940,53,2,531.49,about_to_sleep
14941,214,1,182.09999999999997,hibernating
14942,37,4,746.5600000000002,loyal_customers
14943,299,1,107.62,hibernating
14944,25,7,3884.42,loyal_customers
14945,49,1,179.39999999999998,need_attention
14947,24,4,758.97,loyal_customers
14949,105,4,515.0000000000001,at_Risk
14952,32,21,9529.86,loyal_customers
14953,54,3,723.9499999999999,about_to_sleep
14954,339,1,167.26999999999998,hibernating
14955,368,1,163.76999999999998,hibernating
14956,57,1,1325.0,need_attention
14957,280,1,274.79999999999995,hibernating
14958,231,3,458.26,at_Risk
14961,15,13,9365.47,champions
14962,175,3,240.21000000000004,at_Risk
14963,15,7,1676.68,champions
14966,23,5,924.5200000000002,loyal_customers
14967,77,5,1518.8100000000002,at_Risk
14968,94,1,357.4,hibernating
14969,339,1,906.23,hibernating
14970,45,8,3327.29,loyal_customers
14972,17,1,30.300000000000004,promising
14975,57,1,192.45,need_attention
14977,361,1,31.929999999999996,hibernating
14978,66,5,1210.7200000000003,loyal_customers
14979,371,1,439.4599999999999,hibernating
14980,373,1,150.68,hibernating
14981,59,1,270.8,need_attention
14982,208,1,237.78,hibernating
14983,325,1,183.20000000000005,hibernating
14984,24,4,1058.1399999999999,loyal_customers
14986,12,2,566.9000000000001,potential_loyalists
14987,1,7,1387.4499999999996,champions
14988,16,6,1732.06,loyal_customers
14989,297,1,342.40000000000003,hibernating
14990,248,2,305.41999999999996,at_Risk
14991,66,1,314.66999999999996,need_attention
14992,78,1,210.5,hibernating
14993,199,1,36.129999999999995,hibernating
14994,18,5,960.6299999999999,loyal_customers
14996,117,2,442.28999999999996,at_Risk
14997,291,1,230.39999999999998,hibernating
14998,64,2,340.86000000000007,about_to_sleep
14999,228,1,129.48,hibernating
15001,30,2,230.85999999999996,potential_loyalists
15002,3,6,3175.52,champions
15003,109,6,1060.6999999999998,cant_loose
15005,2,29,7789.629999999999,champions
15006,89,1,323.05,hibernating
15008,116,2,359.99999999999994,at_Risk
15011,31,2,416.6,potential_loyalists
15012,9,2,437.5800000000001,potential_loyalists
15013,123,10,1641.3000000000002,cant_loose
15015,137,13,2365.02,cant_loose
15016,29,4,460.26,loyal_customers
15018,3,1,111.25,new_customers
15020,15,1,203.42,new_customers
15021,2,4,869.01,champions
15022,313,1,281.05,hibernating
15023,5,10,5367.92,champions
15024,3,8,2414.1800000000003,champions
15025,204,1,636.0800000000002,hibernating
15026,11,2,592.61,potential_loyalists
15027,31,6,2129.45,loyal_customers
15028,4,3,530.58,potential_loyalists
15029,255,1,365.1,hibernating
15030,16,6,1461.6299999999999,loyal_customers
15031,30,10,2488.44,loyal_customers
15032,2,7,8821.550000000001,champions
15034,22,6,4004.79,loyal_customers
15037,12,2,402.51,potential_loyalists
15038,5,4,604.3699999999999,champions
15039,4,47,20116.99,champions
15040,177,1,7.49,hibernating
15041,80,1,113.67,hibernating
15042,231,1,179.52,hibernating
15043,99,5,2336.7999999999997,at_Risk
15044,15,18,8504.1,champions
15046,61,10,2598.62,loyal_customers
15048,4,1,98.70000000000002,new_customers
15050,57,2,2411.7,about_to_sleep
15051,15,6,2543.55,champions
15055,110,3,560.07,at_Risk
15056,156,1,133.45,hibernating
15057,79,3,1766.46,at_Risk
15058,12,5,1285.04,champions
15059,12,10,2185.8500000000004,champions
15061,3,86,83284.37999999999,champions
15062,59,4,1597.76,loyal_customers
15064,46,4,1254.41,loyal_customers
15065,46,1,168.73000000000002,need_attention
15067,49,2,2133.12,about_to_sleep
15068,54,2,623.49,about_to_sleep
15070,8,3,737.0500000000001,potential_loyalists
15071,22,2,473.48999999999995,potential_loyalists
15072,115,1,187.51999999999998,hibernating
15073,36,5,1744.6100000000001,loyal_customers
15074,65,2,817.4599999999999,about_to_sleep
15076,128,2,566.89,at_Risk
15077,130,2,2428.08,at_Risk
15078,4,23,8018.77,champions
15079,1,8,2871.7400000000002,champions
15080,63,2,546.25,about_to_sleep
15081,3,8,1460.92,champions
15082,304,1,93.35,hibernating
15084,15,2,965.2,potential_loyalists
15085,365,1,347.53999999999996,hibernating
15086,200,2,218.52999999999997,at_Risk
15091,310,2,565.9000000000001,at_Risk
15092,98,1,318.65,hibernating
15093,8,18,9729.09,champions
15094,99,2,83.0,at_Risk
15095,56,6,1771.0400000000002,loyal_customers
15097,219,2,660.27,at_Risk
15100,2,6,2018.6999999999998,champions
15101,151,4,1160.41,at_Risk
15102,166,2,554.6700000000001,at_Risk
15105,66,2,795.98,about_to_sleep
15107,8,4,620.8499999999999,champions
15109,215,2,498.15000000000003,at_Risk
15110,39,2,509.75,about_to_sleep
15111,8,3,1163.3900000000003,potential_loyalists
15112,247,1,209.4,hibernating
15114,19,2,639.5600000000001,potential_loyalists
15115,368,1,191.74,hibernating
15117,84,3,934.1900000000002,at_Risk
15122,58,8,2863.69,loyal_customers
15123,57,3,2456.86,about_to_sleep
15124,112,2,266.63,at_Risk
15125,115,9,5496.389999999999,cant_loose
15126,172,2,449.49,at_Risk
15127,155,1,304.97,hibernating
15128,66,1,312.68000000000006,need_attention
15129,21,12,3412.7799999999993,loyal_customers
15131,30,1,80.28000000000002,promising
15133,18,2,824.48,potential_loyalists
15134,17,2,208.3,potential_loyalists
15135,192,1,166.63,hibernating
15137,156,2,823.4,at_Risk
15138,29,1,502.52,promising
15140,78,1,889.44,hibernating
15141,93,7,1388.47,cant_loose
15142,46,5,2121.18,loyal_customers
15143,68,1,304.18,need_attention
15144,15,12,5579.87,champions
15149,212,4,1033.81,at_Risk
15150,92,3,3686.6099999999997,at_Risk
15151,59,2,2085.6099999999997,about_to_sleep
15152,337,1,518.1400000000001,hibernating
15154,114,2,1091.9900000000002,at_Risk
15155,19,1,383.97,promising
15157,205,2,718.04,at_Risk
15158,37,1,204.62,need_attention
15159,31,4,3475.72,loyal_customers
15160,10,3,431.10999999999996,potential_loyalists
15161,24,1,119.91999999999999,promising
15162,367,1,312.9,hibernating
15164,25,6,1225.87,loyal_customers
15165,9,1,487.75,new_customers
15166,103,1,167.15999999999997,hibernating
15167,43,4,1496.67,loyal_customers
15169,18,2,569.22,potential_loyalists
15170,42,1,81.15,need_attention
15173,16,7,1494.6,loyal_customers
15174,46,1,345.71000000000004,need_attention
15176,303,1,988.0400000000001,hibernating
15177,61,1,948.9300000000001,need_attention
15179,28,8,5284.97,loyal_customers
15180,3,3,816.9300000000001,potential_loyalists
15181,56,2,510.72,about_to_sleep
15182,21,9,2376.102,loyal_customers
15183,183,3,639.9300000000001,at_Risk
15184,23,2,283.19,potential_loyalists
15186,110,3,991.79,at_Risk
15188,361,1,310.42999999999995,hibernating
15189,17,5,1298.99,loyal_customers
15190,70,1,834.4399999999999,need_attention
15191,99,3,588.0500000000001,at_Risk
15192,1,3,937.07,potential_loyalists
15194,4,14,4811.16,champions
15196,68,2,316.25,about_to_sleep
15197,30,3,797.9,potential_loyalists
15198,44,3,377.71000000000004,about_to_sleep
15199,10,6,1853.7000000000003,champions
15200,130,1,549.05,hibernating
15201,75,2,606.4100000000002,at_Risk
15202,56,3,6001.49,about_to_sleep
15203,26,9,2572.38,loyal_customers
15207,52,3,683.9200000000001,about_to_sleep
15208,59,1,100.4,need_attention
15209,366,1,178.97999999999996,hibernating
15210,14,2,845.01,potential_loyalists
15211,1,1,383.0700000000001,new_customers
15212,12,1,106.47999999999999,new_customers
15215,29,4,1687.4900000000002,loyal_customers
15216,254,1,389.48999999999995,hibernating
15217,199,1,426.24000000000007,hibernating
15218,25,11,5759.68,loyal_customers
15219,284,1,379.7,hibernating
15221,2,4,2062.2,champions
15222,108,10,2965.91,cant_loose
15223,245,3,662.1999999999999,at_Risk
15224,148,3,549.2799999999999,at_Risk
15227,32,4,1269.0900000000004,loyal_customers
15228,64,2,2193.56,about_to_sleep
15229,222,1,160.50000000000003,hibernating
15231,257,1,250.25999999999993,hibernating
15233,37,1,59.400000000000006,need_attention
15235,5,6,690.3000000000002,champions
15240,10,7,2753.41,champions
15241,66,3,1293.72,about_to_sleep
15242,58,1,302.04,need_attention
15243,71,1,610.6000000000001,need_attention
15244,302,1,280.50999999999993,hibernating
15245,38,5,2095.0,loyal_customers
15246,191,1,266.25,hibernating
15247,113,2,620.06,at_Risk
15248,47,3,1893.9299999999998,about_to_sleep
15249,66,5,2577.54,loyal_customers
15250,276,1,60.0,hibernating
15251,50,10,9839.549999999996,loyal_customers
15252,57,3,1362.63,about_to_sleep
15253,39,3,1136.8899999999999,about_to_sleep
15254,182,2,787.99,at_Risk
15255,32,8,2838.5700000000006,loyal_customers
15256,197,1,71.95,hibernating
15257,50,1,368.75,need_attention
15259,148,4,1182.38,at_Risk
15260,8,20,7377.460000000001,champions
15261,17,3,1253.1799999999998,potential_loyalists
15262,16,2,239.86999999999998,potential_loyalists
15264,166,1,454.66,hibernating
15265,240,2,1839.52,at_Risk
15266,15,4,732.9100000000001,champions
15268,114,3,961.9000000000002,at_Risk
15269,16,2,816.5600000000001,potential_loyalists
15270,36,14,6145.370000000001,loyal_customers
15271,1,10,2202.4700000000003,champions
15272,86,4,1363.5400000000004,at_Risk
15273,235,1,228.96,hibernating
15276,30,3,514.22,potential_loyalists
15277,61,1,220.44,need_attention
15278,197,4,496.16,at_Risk
15279,16,4,1290.03,loyal_customers
15280,124,2,293.0999999999999,at_Risk
15281,14,7,6211.42,champions
15282,206,1,348.59000000000003,hibernating
15283,26,3,148.33,potential_loyalists
15284,136,1,24.75,hibernating
15285,43,1,94.91999999999999,need_attention
15287,15,3,369.34000000000003,potential_loyalists
15288,1,6,1576.6100000000006,champions
15289,94,2,653.3100000000001,at_Risk
15290,29,8,2553.06,loyal_customers
15291,9,26,9178.260000000002,champions
15293,301,1,247.50000000000003,hibernating
15294,46,1,233.35,need_attention
15295,290,1,217.23999999999998,hibernating
15296,56,6,6669.97,loyal_customers
15298,2,12,4659.47,champions
15299,8,6,3484.53,champions
15301,4,6,2533.09,champions
15302,366,1,308.0,hibernating
15303,201,2,650.1600000000001,at_Risk
15304,4,2,225.15,potential_loyalists
15305,191,1,93.6,hibernating
15306,136,6,2310.38,cant_loose
15309,246,4,797.96,at_Risk
15310,114,1,1634.6399999999999,hibernating
15311,1,121,56003.259999999995,champions
15312,19,8,2005.3399999999997,loyal_customers
15314,49,2,492.48,about_to_sleep
15317,313,1,129.75,hibernating
15321,73,9,3961.42,cant_loose
15322,112,1,711.1800000000001,hibernating
15323,198,3,434.59999999999997,at_Risk
15324,337,1,140.22000000000003,hibernating
15325,31,7,1439.72,loyal_customers
15326,245,4,1388.8099999999997,at_Risk
15328,43,1,107.24000000000001,need_attention
15329,10,8,1934.63,champions
15331,135,3,767.91,at_Risk
15332,2,6,4892.68,champions
15336,37,1,240.5,need_attention
15337,47,1,373.02,need_attention
15338,313,1,283.42999999999995,hibernating
15339,57,5,1253.77,loyal_customers
15340,197,1,105.50000000000001,hibernating
15341,85,1,382.2,hibernating
15346,61,2,343.7,about_to_sleep
15347,2,4,1162.0000000000002,champions
15350,9,2,547.6,potential_loyalists
15351,5,4,1778.18,champions
15352,184,1,114.95,hibernating
15353,3,6,2398.9300000000003,champions
15354,239,3,284.4,at_Risk
15356,4,4,698.45,champions
15358,1,22,8703.21,champions
15359,298,8,181.35,cant_loose
15361,162,3,270.15000000000003,at_Risk
15362,84,2,613.0799999999999,at_Risk
15363,8,2,678.11,potential_loyalists
15365,39,6,2242.8100000000004,loyal_customers
15366,45,5,1786.57,loyal_customers
15367,54,7,3203.74,loyal_customers
15368,30,1,275.79999999999995,promising
15369,128,11,6251.259999999999,cant_loose
15370,46,1,1352.9599999999998,need_attention
15371,298,1,59.400000000000006,hibernating
15372,86,7,4009.6600000000003,cant_loose
15373,7,6,1005.48,champions
15374,260,1,139.32000000000002,hibernating
15375,326,1,60.959999999999994,hibernating
15377,18,4,1211.7499999999998,loyal_customers
15378,98,2,246.5,at_Risk
15379,36,1,1174.55,promising
15380,1,7,1788.8000000000002,champions
15381,59,3,1293.72,about_to_sleep
15382,10,6,7777.84,champions
15384,17,2,1385.38,potential_loyalists
15385,28,2,625.1999999999999,potential_loyalists
15387,128,1,468.65,hibernating
15389,36,4,2233.8,loyal_customers
15390,32,2,1216.6600000000003,potential_loyalists
15391,220,1,289.87,hibernating
15392,10,3,1376.09,potential_loyalists
15393,203,3,659.48,at_Risk
15394,31,7,3103.2599999999998,loyal_customers
15396,219,1,508.20000000000005,hibernating
15400,56,3,586.0999999999999,about_to_sleep
15401,88,2,216.94999999999996,at_Risk
15402,23,4,1203.7700000000002,loyal_customers
15403,127,2,170.88,at_Risk
15404,11,1,257.06,new_customers
15405,212,1,310.74,hibernating
15406,89,2,465.16,at_Risk
15409,357,1,131.25,hibernating
15410,204,2,1234.88,at_Risk
15413,327,5,6798.72,at_Risk
15416,114,3,588.5,at_Risk
15418,61,2,452.32,about_to_sleep
15420,70,6,743.0,loyal_customers
15421,21,6,2854.98,loyal_customers
15422,15,5,1522.2700000000002,champions
15423,217,2,223.39,at_Risk
15424,99,1,214.44,hibernating
15425,36,4,1944.57,loyal_customers
15426,5,5,1168.0,champions
15428,23,3,668.9700000000001,potential_loyalists
15430,103,2,954.7499999999999,at_Risk
15431,138,1,153.24,hibernating
15432,177,1,149.57000000000002,hibernating
15434,10,6,1525.5800000000004,champions
15437,276,1,193.29,hibernating
15439,40,4,1269.0499999999997,loyal_customers
15441,32,3,1254.2100000000003,potential_loyalists
15443,110,7,1939.02,cant_loose
15445,226,1,171.0,hibernating
15446,12,3,406.95,potential_loyalists
15447,163,4,337.71000000000004,at_Risk
15448,310,1,294.16999999999996,hibernating
15451,70,2,233.20999999999998,about_to_sleep
15452,26,3,1260.38,potential_loyalists
15454,254,1,128.59,hibernating
15455,233,1,38.25,hibernating
15456,39,7,1672.0500000000002,loyal_customers
15458,38,1,208.79999999999998,need_attention
15459,53,2,202.83,about_to_sleep
15461,96,2,429.7,at_Risk
15462,81,1,502.45,hibernating
15465,5,15,5301.03,champions
15466,25,3,1236.48,potential_loyalists
15468,28,1,962.9699999999999,promising
15469,74,1,335.7,hibernating
15470,211,1,63.419999999999995,hibernating
15471,16,2,847.08,potential_loyalists
15473,80,1,274.8,hibernating
15474,231,1,163.1,hibernating
15476,16,4,2209.9799999999996,loyal_customers
15477,285,1,368.4,hibernating
15478,211,1,583.56,hibernating
15479,369,1,147.4,hibernating
15480,101,4,5373.5,at_Risk
15481,37,1,1993.3400000000001,need_attention
15482,22,7,3537.6,loyal_customers
15483,21,6,628.39,loyal_customers
15484,176,2,1061.69,at_Risk
15485,9,5,3196.51,champions
15486,163,1,102.0,hibernating
15487,315,1,231.32000000000002,hibernating
15488,92,4,340.6,at_Risk
15489,36,5,1285.3300000000002,loyal_customers
15490,66,1,217.6,need_attention
